contig window number,position in contig,number of reads starting in window,%GC content
NZ_LLJK01000040.1-3150,315000-315100,65,0.342291591296708
NZ_LLJK01000040.1-3151,315100-315200,54,0.333131067961165
NZ_LLJK01000040.1-3152,315200-315300,64,0.360934076877116
NZ_LLJK01000040.1-3153,315300-315400,61,0.397763662134495
NZ_LLJK01000040.1-3154,315400-315500,48,0.405361822213263
NZ_LLJK01000040.1-3155,315500-315600,65,0.379939809561399
NZ_LLJK01000040.1-3156,315600-315700,73,0.341363537355696
NZ_LLJK01000040.1-3157,315700-315800,52,0.300694116854235
NZ_LLJK01000040.1-3158,315800-315900,69,0.303938398155868
NZ_LLJK01000040.1-3159,315900-316000,73,0.325391212094421
NZ_LLJK01000040.1-3160,316000-316100,66,0.360947066153763
NZ_LLJK01000040.1-3161,316100-316200,52,0.378565316600114
NZ_LLJK01000040.1-3162,316200-316300,100,0.364906985137308
NZ_LLJK01000040.1-3163,316300-316400,80,0.343059591576768
NZ_LLJK01000040.1-3164,316400-316500,72,0.355252274607113
NZ_LLJK01000040.1-3165,316500-316600,52,0.370728036621308
NZ_LLJK01000040.1-3166,316600-316700,41,0.387864948621758
NZ_LLJK01000040.1-3167,316700-316800,77,0.351666354615241
NZ_LLJK01000040.1-3168,316800-316900,93,0.329368999170256
NZ_LLJK01000040.1-3169,316900-317000,58,0.313137336752341
NZ_LLJK01000040.1-3170,317000-317100,86,0.334979891589439
NZ_LLJK01000040.1-3171,317100-317200,56,0.366813340985906
NZ_LLJK01000040.1-3172,317200-317300,67,0.397541986975469
NZ_LLJK01000040.1-3173,317300-317400,67,0.415571235260004
NZ_LLJK01000040.1-3174,317400-317500,65,0.402786282914881
NZ_LLJK01000040.1-3175,317500-317600,85,0.392017302398742
NZ_LLJK01000040.1-3176,317600-317700,74,0.35979199793717
NZ_LLJK01000040.1-3177,317700-317800,74,0.347169163411598
NZ_LLJK01000040.1-3178,317800-317900,66,0.354088735262086
NZ_LLJK01000040.1-3179,317900-318000,80,0.368706931495744
NZ_LLJK01000040.1-3180,318000-318100,54,0.39460162601626
NZ_LLJK01000040.1-3181,318100-318200,58,0.409567225149488
NZ_LLJK01000040.1-3182,318200-318300,97,0.401100275068767
NZ_LLJK01000040.1-3183,318300-318400,63,0.377060715721753
NZ_LLJK01000040.1-3184,318400-318500,64,0.337731776709507
NZ_LLJK01000040.1-3185,318500-318600,52,0.302361909522619
NZ_LLJK01000040.1-3186,318600-318700,52,0.30145921592361
NZ_LLJK01000040.1-3187,318700-318800,49,0.339487712911195
NZ_LLJK01000040.1-3188,318800-318900,77,0.363185723727693
NZ_LLJK01000040.1-3189,318900-319000,54,0.364413054622088
NZ_LLJK01000040.1-3190,319000-319100,50,0.32672048159803
NZ_LLJK01000040.1-3191,319100-319200,84,0.343795468717522
NZ_LLJK01000040.1-3192,319200-319300,56,0.361250215852184
NZ_LLJK01000040.1-3193,319300-319400,52,0.385115415229504
NZ_LLJK01000040.1-3194,319400-319500,55,0.369219052893935
NZ_LLJK01000040.1-3195,319500-319600,56,0.336507141067402
NZ_LLJK01000040.1-3196,319600-319700,42,0.336594754992381
NZ_LLJK01000040.1-3197,319700-319800,69,0.338755935869105
NZ_LLJK01000040.1-3198,319800-319900,52,0.32803738317757
NZ_LLJK01000040.1-3199,319900-320000,39,0.303751666349267
NZ_LLJK01000040.1-3200,320000-320100,44,0.243250613580584
NZ_LLJK01000040.1-3201,320100-320200,90,0.208035639236782
NZ_LLJK01000040.1-3202,320200-320300,66,0.228941127951335
NZ_LLJK01000040.1-3203,320300-320400,61,0.291062801932367
NZ_LLJK01000040.1-3204,320400-320500,72,0.356978595436052
NZ_LLJK01000040.1-3205,320500-320600,45,0.403189066059225
NZ_LLJK01000040.1-3206,320600-320700,36,0.412541558921315
NZ_LLJK01000040.1-3207,320700-320800,63,0.400820019793581
NZ_LLJK01000040.1-3208,320800-320900,53,0.404632559250194
NZ_LLJK01000040.1-3209,320900-321000,66,0.40891621829362
NZ_LLJK01000040.1-3210,321000-321100,41,0.425133052665025
NZ_LLJK01000040.1-3211,321100-321200,39,0.43488759367194
NZ_LLJK01000040.1-3212,321200-321300,45,0.36927694025684
NZ_LLJK01000040.1-3213,321300-321400,56,0.302047024526269
NZ_LLJK01000040.1-3214,321400-321500,54,0.255659384048434
NZ_LLJK01000040.1-3215,321500-321600,80,0.269335878193727
NZ_LLJK01000040.1-3216,321600-321700,56,0.341850271080863
NZ_LLJK01000040.1-3217,321700-321800,79,0.346224822333032
NZ_LLJK01000040.1-3218,321800-321900,81,0.335459708617993
NZ_LLJK01000040.1-3219,321900-322000,56,0.335123342842759
NZ_LLJK01000040.1-3220,322000-322100,77,0.353387660069849
NZ_LLJK01000040.1-3221,322100-322200,59,0.356355129776095
NZ_LLJK01000040.1-3222,322200-322300,35,0.343915343915344
NZ_LLJK01000040.1-3223,322300-322400,74,0.32452436304977
NZ_LLJK01000040.1-3224,322400-322500,72,0.32570690530006
NZ_LLJK01000040.1-3225,322500-322600,77,0.33274776125798
NZ_LLJK01000040.1-3226,322600-322700,67,0.369594030729959
NZ_LLJK01000040.1-3227,322700-322800,49,0.360500100287491
NZ_LLJK01000040.1-3228,322800-322900,69,0.376585186546591
NZ_LLJK01000040.1-3229,322900-323000,99,0.374976363063347
NZ_LLJK01000040.1-3230,323000-323100,75,0.375181422351234
NZ_LLJK01000040.1-3231,323100-323200,83,0.372332627463756
NZ_LLJK01000040.1-3232,323200-323300,50,0.374236189051004
NZ_LLJK01000040.1-3233,323300-323400,66,0.354203237760874
NZ_LLJK01000040.1-3234,323400-323500,66,0.318818700759541
NZ_LLJK01000040.1-3235,323500-323600,72,0.308243224266255
NZ_LLJK01000040.1-3236,323600-323700,69,0.324053058960004
NZ_LLJK01000040.1-3237,323700-323800,51,0.370763821351088
NZ_LLJK01000040.1-3238,323800-323900,61,0.398037974683544
NZ_LLJK01000040.1-3239,323900-324000,62,0.352945730432763
NZ_LLJK01000040.1-3240,324000-324100,41,0.300185420122963
NZ_LLJK01000040.1-3241,324100-324200,140,0.276989706251569
NZ_LLJK01000040.1-3242,324200-324300,65,0.342168798479478
NZ_LLJK01000040.1-3243,324300-324400,80,0.377347978350844
NZ_LLJK01000040.1-3244,324400-324500,80,0.392994161801501
NZ_LLJK01000040.1-3245,324500-324600,51,0.399556821779044
NZ_LLJK01000040.1-3246,324600-324700,86,0.379253670016062
NZ_LLJK01000040.1-3247,324700-324800,76,0.353923060204303
NZ_LLJK01000040.1-3248,324800-324900,53,0.327656468584636
NZ_LLJK01000040.1-3249,324900-325000,66,0.350765729458063
NZ_LLJK01000040.1-3250,325000-325100,57,0.34452146418582
NZ_LLJK01000040.1-3251,325100-325200,70,0.340350705807649
NZ_LLJK01000040.1-3252,325200-325300,54,0.332178186629702
NZ_LLJK01000040.1-3253,325300-325400,60,0.318058677733587
NZ_LLJK01000040.1-3254,325400-325500,45,0.305299291997425
NZ_LLJK01000040.1-3255,325500-325600,66,0.33040686299102
NZ_LLJK01000040.1-3256,325600-325700,67,0.357032775095037
NZ_LLJK01000040.1-3257,325700-325800,51,0.358645392380332
NZ_LLJK01000040.1-3258,325800-325900,43,0.363295880149813
NZ_LLJK01000040.1-3259,325900-326000,55,0.375165842479797
NZ_LLJK01000040.1-3260,326000-326100,55,0.388072717515261
NZ_LLJK01000040.1-3261,326100-326200,65,0.409172417540618
NZ_LLJK01000040.1-3262,326200-326300,63,0.410614093786997
NZ_LLJK01000040.1-3263,326300-326400,44,0.399871423979428
NZ_LLJK01000040.1-3264,326400-326500,66,0.402256902761104
NZ_LLJK01000040.1-3265,326500-326600,46,0.37146633379837
NZ_LLJK01000040.1-3266,326600-326700,51,0.374070138150903
NZ_LLJK01000040.1-3267,326700-326800,58,0.345690569805904
NZ_LLJK01000040.1-3268,326800-326900,69,0.332014976533249
NZ_LLJK01000040.1-3269,326900-327000,62,0.328432780106817
NZ_LLJK01000040.1-3270,327000-327100,59,0.307584175647634
NZ_LLJK01000040.1-3271,327100-327200,39,0.297870428609938
NZ_LLJK01000040.1-3272,327200-327300,72,0.282984179205574
NZ_LLJK01000040.1-3273,327300-327400,64,0.244954838709677
NZ_LLJK01000040.1-3274,327400-327500,65,0.219847662885638
NZ_LLJK01000040.1-3275,327500-327600,44,0.224103184199919
NZ_LLJK01000040.1-3276,327600-327700,46,0.251777115340518
NZ_LLJK01000040.1-3277,327700-327800,65,0.318704406186169
NZ_LLJK01000040.1-3278,327800-327900,56,0.319864607573514
NZ_LLJK01000040.1-3279,327900-328000,77,0.325077779597184
NZ_LLJK01000040.1-3280,328000-328100,56,0.315613644355879
NZ_LLJK01000040.1-3281,328100-328200,72,0.301733110095479
NZ_LLJK01000040.1-3282,328200-328300,57,0.297328353921287
NZ_LLJK01000040.1-3283,328300-328400,51,0.274543136421589
NZ_LLJK01000040.1-3284,328400-328500,44,0.267692026000183
NZ_LLJK01000040.1-3285,328500-328600,107,0.276525752442677
NZ_LLJK01000040.1-3286,328600-328700,68,0.313379712020709
NZ_LLJK01000040.1-3287,328700-328800,57,0.35300661631243
NZ_LLJK01000040.1-3288,328800-328900,66,0.354953633363022
NZ_LLJK01000040.1-3289,328900-329000,51,0.368266077762163
NZ_LLJK01000040.1-3290,329000-329100,62,0.370104335972317
NZ_LLJK01000040.1-3291,329100-329200,62,0.335905208046294
NZ_LLJK01000040.1-3292,329200-329300,58,0.310710498409332
NZ_LLJK01000040.1-3293,329300-329400,53,0.304099978074984
NZ_LLJK01000040.1-3294,329400-329500,94,0.33724127949052
NZ_LLJK01000040.1-3295,329500-329600,55,0.395475955108449
NZ_LLJK01000040.1-3296,329600-329700,75,0.424716914366596
NZ_LLJK01000040.1-3297,329700-329800,59,0.436324858281417
NZ_LLJK01000040.1-3298,329800-329900,57,0.433133619715126
NZ_LLJK01000040.1-3299,329900-330000,50,0.423284068136273
NZ_LLJK01000040.1-3300,330000-330100,60,0.41508840039872
NZ_LLJK01000040.1-3301,330100-330200,66,0.411890148756892
NZ_LLJK01000040.1-3302,330200-330300,65,0.382132564841499
NZ_LLJK01000040.1-3303,330300-330400,58,0.388823364223533
NZ_LLJK01000040.1-3304,330400-330500,74,0.397374646319403
NZ_LLJK01000040.1-3305,330500-330600,58,0.409062868038809
NZ_LLJK01000040.1-3306,330600-330700,76,0.397292737789203
NZ_LLJK01000040.1-3307,330700-330800,52,0.402118618708481
NZ_LLJK01000040.1-3308,330800-330900,62,0.411116856256463
NZ_LLJK01000040.1-3309,330900-331000,63,0.406080965666458
NZ_LLJK01000040.1-3310,331000-331100,82,0.414979672241083
NZ_LLJK01000040.1-3311,331100-331200,78,0.428270664027959
NZ_LLJK01000040.1-3312,331200-331300,67,0.446035073367759
NZ_LLJK01000040.1-3313,331300-331400,64,0.429084158415842
NZ_LLJK01000040.1-3314,331400-331500,61,0.394316505228045
NZ_LLJK01000040.1-3315,331500-331600,73,0.360497623707017
NZ_LLJK01000040.1-3316,331600-331700,83,0.378942338324307
NZ_LLJK01000040.1-3317,331700-331800,78,0.379801212938005
NZ_LLJK01000040.1-3318,331800-331900,103,0.383521220159151
NZ_LLJK01000040.1-3319,331900-332000,72,0.405535385921071
NZ_LLJK01000040.1-3320,332000-332100,58,0.397440868553703
NZ_LLJK01000040.1-3321,332100-332200,70,0.396321737203634
NZ_LLJK01000040.1-3322,332200-332300,73,0.373946128237278
NZ_LLJK01000040.1-3323,332300-332400,61,0.360050541119596
NZ_LLJK01000040.1-3324,332400-332500,73,0.35959931680746
NZ_LLJK01000040.1-3325,332500-332600,65,0.363542435424354
NZ_LLJK01000040.1-3326,332600-332700,66,0.367980396160915
NZ_LLJK01000040.1-3327,332700-332800,40,0.3695239601455
NZ_LLJK01000040.1-3328,332800-332900,80,0.365484109386548
NZ_LLJK01000040.1-3329,332900-333000,71,0.383594142068525
NZ_LLJK01000040.1-3330,333000-333100,90,0.422945813507563
NZ_LLJK01000040.1-3331,333100-333200,58,0.433721992370104
NZ_LLJK01000040.1-3332,333200-333300,45,0.405566748750093
NZ_LLJK01000040.1-3333,333300-333400,54,0.369494099778011
NZ_LLJK01000040.1-3334,333400-333500,74,0.346046609500763
NZ_LLJK01000040.1-3335,333500-333600,76,0.34029833750854
NZ_LLJK01000040.1-3336,333600-333700,60,0.347401885551414
NZ_LLJK01000040.1-3337,333700-333800,56,0.381103515625
NZ_LLJK01000040.1-3338,333800-333900,73,0.406198804516272
NZ_LLJK01000040.1-3339,333900-334000,41,0.409225400197254
NZ_LLJK01000040.1-3340,334000-334100,57,0.412987325043551
NZ_LLJK01000040.1-3341,334100-334200,76,0.38709978530757
NZ_LLJK01000040.1-3342,334200-334300,80,0.392987098908369
NZ_LLJK01000040.1-3343,334300-334400,45,0.366888647978938
NZ_LLJK01000040.1-3344,334400-334500,86,0.368914040394185
NZ_LLJK01000040.1-3345,334500-334600,84,0.346090321362843
NZ_LLJK01000040.1-3346,334600-334700,83,0.340432371614562
NZ_LLJK01000040.1-3347,334700-334800,64,0.363837989121825
NZ_LLJK01000040.1-3348,334800-334900,68,0.381205264373124
NZ_LLJK01000040.1-3349,334900-335000,53,0.377131640289535
NZ_LLJK01000040.1-3350,335000-335100,63,0.354508998435055
NZ_LLJK01000040.1-3351,335100-335200,58,0.337136092127213
NZ_LLJK01000040.1-3352,335200-335300,40,0.352815055983483
NZ_LLJK01000040.1-3353,335300-335400,54,0.372194786522473
NZ_LLJK01000040.1-3354,335400-335500,52,0.367536813922356
NZ_LLJK01000040.1-3355,335500-335600,36,0.33125945855053
NZ_LLJK01000040.1-3356,335600-335700,51,0.285910968334098
NZ_LLJK01000040.1-3357,335700-335800,48,0.260345771728076
NZ_LLJK01000040.1-3358,335800-335900,71,0.244467201456449
NZ_LLJK01000040.1-3359,335900-336000,70,0.264072805358147
NZ_LLJK01000040.1-3360,336000-336100,86,0.283590261982984
NZ_LLJK01000040.1-3361,336100-336200,69,0.318164138467522
NZ_LLJK01000040.1-3362,336200-336300,68,0.328666502341632
NZ_LLJK01000040.1-3363,336300-336400,59,0.340831666035797
NZ_LLJK01000040.1-3364,336400-336500,55,0.334455603743438
NZ_LLJK01000040.1-3365,336500-336600,58,0.328203271169051
NZ_LLJK01000040.1-3366,336600-336700,73,0.325852508405012
NZ_LLJK01000040.1-3367,336700-336800,60,0.312158469945355
NZ_LLJK01000040.1-3368,336800-336900,73,0.300832229998109
NZ_LLJK01000040.1-3369,336900-337000,61,0.293315917996479
NZ_LLJK01000040.1-3370,337000-337100,74,0.281306361199123
NZ_LLJK01000040.1-3371,337100-337200,80,0.263507567757832
NZ_LLJK01000040.1-3372,337200-337300,52,0.281618544123627
NZ_LLJK01000040.1-3373,337300-337400,53,0.261917514729513
NZ_LLJK01000040.1-3374,337400-337500,56,0.264308731011201
NZ_LLJK01000040.1-3375,337500-337600,56,0.296039438502674
NZ_LLJK01000040.1-3376,337600-337700,39,0.294882275997384
NZ_LLJK01000040.1-3377,337700-337800,27,0.297109353695119
NZ_LLJK01000040.1-3378,337800-337900,62,0.284840489325977
NZ_LLJK01000040.1-3379,337900-338000,70,0.297260338567454
NZ_LLJK01000040.1-3380,338000-338100,55,0.309067610446668
NZ_LLJK01000040.1-3381,338100-338200,50,0.320239352340725
NZ_LLJK01000040.1-3382,338200-338300,51,0.337596951966254
NZ_LLJK01000040.1-3383,338300-338400,61,0.3703346397347
NZ_LLJK01000040.1-3384,338400-338500,50,0.392567701126705
NZ_LLJK01000040.1-3385,338500-338600,70,0.396369607669093
NZ_LLJK01000040.1-3386,338600-338700,66,0.373329595364919
NZ_LLJK01000040.1-3387,338700-338800,64,0.3756611165524
NZ_LLJK01000040.1-3388,338800-338900,67,0.374594852240229
NZ_LLJK01000040.1-3389,338900-339000,74,0.354332449160035
NZ_LLJK01000040.1-3390,339000-339100,72,0.326117762032739
NZ_LLJK01000040.1-3391,339100-339200,84,0.301233585356148
NZ_LLJK01000040.1-3392,339200-339300,70,0.312570373372968
NZ_LLJK01000040.1-3393,339300-339400,66,0.335512612821106
NZ_LLJK01000040.1-3394,339400-339500,63,0.381540480878229
NZ_LLJK01000040.1-3395,339500-339600,72,0.364917626892677
NZ_LLJK01000040.1-3396,339600-339700,54,0.318405673386302
NZ_LLJK01000040.1-3397,339700-339800,59,0.287016934433348
NZ_LLJK01000040.1-3398,339800-339900,65,0.317266149601791
NZ_LLJK01000040.1-3399,339900-340000,60,0.364013803515583
NZ_LLJK01000040.1-3400,340000-340100,58,0.362016490509656
NZ_LLJK01000040.1-3401,340100-340200,65,0.36343846749226
NZ_LLJK01000040.1-3402,340200-340300,43,0.340127109357879
NZ_LLJK01000040.1-3403,340300-340400,72,0.31844518454309
NZ_LLJK01000040.1-3404,340400-340500,72,0.314270299433504
NZ_LLJK01000040.1-3405,340500-340600,93,0.313909915311399
NZ_LLJK01000040.1-3406,340600-340700,58,0.344857230580289
NZ_LLJK01000040.1-3407,340700-340800,46,0.387555982085733
NZ_LLJK01000040.1-3408,340800-340900,55,0.395951175945222
NZ_LLJK01000040.1-3409,340900-341000,35,0.342125165437701
NZ_LLJK01000040.1-3410,341000-341100,51,0.298995638958636
NZ_LLJK01000040.1-3411,341100-341200,46,0.266179448798098
NZ_LLJK01000040.1-3412,341200-341300,52,0.32113540948681
NZ_LLJK01000040.1-3413,341300-341400,61,0.356932626959919
NZ_LLJK01000040.1-3414,341400-341500,57,0.346512756890879
NZ_LLJK01000040.1-3415,341500-341600,48,0.300511820619059
NZ_LLJK01000040.1-3416,341600-341700,48,0.269032876951251
NZ_LLJK01000040.1-3417,341700-341800,59,0.283302189001602
NZ_LLJK01000040.1-3418,341800-341900,85,0.332689481419274
NZ_LLJK01000040.1-3419,341900-342000,68,0.371072769618328
NZ_LLJK01000040.1-3420,342000-342100,53,0.379150180629623
NZ_LLJK01000040.1-3421,342100-342200,49,0.373581847649919
NZ_LLJK01000040.1-3422,342200-342300,50,0.354318488529015
NZ_LLJK01000040.1-3423,342300-342400,33,0.336342641192526
NZ_LLJK01000040.1-3424,342400-342500,54,0.309674861221253
NZ_LLJK01000040.1-3425,342500-342600,57,0.283102898165382
NZ_LLJK01000040.1-3426,342600-342700,37,0.296032181385994
NZ_LLJK01000040.1-3427,342700-342800,31,0.276076737390421
NZ_LLJK01000040.1-3428,342800-342900,43,0.326488881315498
NZ_LLJK01000040.1-3429,342900-343000,50,0.31260907504363
NZ_LLJK01000040.1-3430,343000-343100,47,0.327171070430156
NZ_LLJK01000040.1-3431,343100-343200,52,0.325288972196189
NZ_LLJK01000040.1-3432,343200-343300,61,0.317161326197261
NZ_LLJK01000040.1-3433,343300-343400,52,0.342260937398427
NZ_LLJK01000040.1-3434,343400-343500,41,0.327976625273923
NZ_LLJK01000040.1-3435,343500-343600,53,0.292969541433106
NZ_LLJK01000040.1-3436,343600-343700,56,0.309256219219598
NZ_LLJK01000040.1-3437,343700-343800,65,0.354892777914715
NZ_LLJK01000040.1-3438,343800-343900,67,0.38917419884963
NZ_LLJK01000040.1-3439,343900-344000,64,0.422082425203091
NZ_LLJK01000040.1-3440,344000-344100,51,0.402197802197802
NZ_LLJK01000040.1-3441,344100-344200,81,0.359219757492194
NZ_LLJK01000040.1-3442,344200-344300,75,0.325124235894279
NZ_LLJK01000040.1-3443,344300-344400,57,0.310843225290608
NZ_LLJK01000040.1-3444,344400-344500,71,0.309490416082281
NZ_LLJK01000040.1-3445,344500-344600,68,0.311641500243546
NZ_LLJK01000040.1-3446,344600-344700,50,0.333031791160507
NZ_LLJK01000040.1-3447,344700-344800,94,0.354836462433383
NZ_LLJK01000040.1-3448,344800-344900,65,0.382695252679939
NZ_LLJK01000040.1-3449,344900-345000,63,0.401541623843782
NZ_LLJK01000040.1-3450,345000-345100,69,0.424070694457785
NZ_LLJK01000040.1-3451,345100-345200,69,0.431104241487476
NZ_LLJK01000040.1-3452,345200-345300,69,0.428219595199713
NZ_LLJK01000040.1-3453,345300-345400,59,0.422532211692046
NZ_LLJK01000040.1-3454,345400-345500,66,0.405126941089475
NZ_LLJK01000040.1-3455,345500-345600,83,0.411698494022667
NZ_LLJK01000040.1-3456,345600-345700,74,0.404425038834544
NZ_LLJK01000040.1-3457,345700-345800,54,0.40017248814144
NZ_LLJK01000040.1-3458,345800-345900,46,0.388082505729564
NZ_LLJK01000040.1-3459,345900-346000,48,0.35240836961101
NZ_LLJK01000040.1-3460,346000-346100,50,0.348512694847185
NZ_LLJK01000040.1-3461,346100-346200,44,0.353658536585366
NZ_LLJK01000040.1-3462,346200-346300,55,0.366369302211903
NZ_LLJK01000040.1-3463,346300-346400,57,0.387006901791933
NZ_LLJK01000040.1-3464,346400-346500,53,0.398898898898899
NZ_LLJK01000040.1-3465,346500-346600,41,0.391972597927279
NZ_LLJK01000040.1-3466,346600-346700,74,0.397716077026422
NZ_LLJK01000040.1-3467,346700-346800,70,0.407725727238383
NZ_LLJK01000040.1-3468,346800-346900,57,0.410104011887073
NZ_LLJK01000040.1-3469,346900-347000,47,0.421483750665956
NZ_LLJK01000040.1-3470,347000-347100,67,0.410936833625551
NZ_LLJK01000040.1-3471,347100-347200,57,0.400536068057336
NZ_LLJK01000040.1-3472,347200-347300,68,0.404883853277459
NZ_LLJK01000040.1-3473,347300-347400,58,0.382666085548845
NZ_LLJK01000040.1-3474,347400-347500,93,0.338595762359784
NZ_LLJK01000040.1-3475,347500-347600,52,0.292571941293341
NZ_LLJK01000040.1-3476,347600-347700,58,0.274389211758732
NZ_LLJK01000040.1-3477,347700-347800,49,0.258601481093125
NZ_LLJK01000040.1-3478,347800-347900,66,0.260885805763074
NZ_LLJK01000040.1-3479,347900-348000,48,0.250934900404487
NZ_LLJK01000040.1-3480,348000-348100,85,0.239400863163239
NZ_LLJK01000040.1-3481,348100-348200,78,0.264256051858604
NZ_LLJK01000040.1-3482,348200-348300,48,0.26978527607362
NZ_LLJK01000040.1-3483,348300-348400,71,0.299525287566186
NZ_LLJK01000040.1-3484,348400-348500,74,0.328511270745603
NZ_LLJK01000040.1-3485,348500-348600,57,0.371085275629972
NZ_LLJK01000040.1-3486,348600-348700,44,0.378606112539274
NZ_LLJK01000040.1-3487,348700-348800,62,0.372614555256065
NZ_LLJK01000040.1-3488,348800-348900,71,0.372321919062443
NZ_LLJK01000040.1-3489,348900-349000,72,0.376461662054807
NZ_LLJK01000040.1-3490,349000-349100,72,0.385000676864762
NZ_LLJK01000040.1-3491,349100-349200,53,0.398176100628931
NZ_LLJK01000040.1-3492,349200-349300,57,0.390979271776792
NZ_LLJK01000040.1-3493,349300-349400,68,0.397060236333942
NZ_LLJK01000040.1-3494,349400-349500,66,0.376769996172981
NZ_LLJK01000040.1-3495,349500-349600,62,0.363401421400527
NZ_LLJK01000040.1-3496,349600-349700,73,0.348456859653075
NZ_LLJK01000040.1-3497,349700-349800,73,0.335215794306703
NZ_LLJK01000040.1-3498,349800-349900,91,0.332707987589292
NZ_LLJK01000040.1-3499,349900-350000,75,0.344404271420163
NZ_LLJK01000040.1-3500,350000-350100,59,0.352886405959032
NZ_LLJK01000040.1-3501,350100-350200,84,0.360889634913974
NZ_LLJK01000040.1-3502,350200-350300,67,0.338158952986766
NZ_LLJK01000040.1-3503,350300-350400,49,0.335824081981213
NZ_LLJK01000040.1-3504,350400-350500,78,0.331074105660039
NZ_LLJK01000040.1-3505,350500-350600,65,0.335932393314035
NZ_LLJK01000040.1-3506,350600-350700,77,0.345173711763942
NZ_LLJK01000040.1-3507,350700-350800,75,0.360302147797597
NZ_LLJK01000040.1-3508,350800-350900,77,0.375585298139477
NZ_LLJK01000040.1-3509,350900-351000,44,0.39030540767722
NZ_LLJK01000040.1-3510,351000-351100,80,0.379768465120253
NZ_LLJK01000040.1-3511,351100-351200,71,0.372211533461599
NZ_LLJK01000040.1-3512,351200-351300,66,0.343817012151537
NZ_LLJK01000040.1-3513,351300-351400,56,0.346637794814771
NZ_LLJK01000040.1-3514,351400-351500,86,0.367889722278532
NZ_LLJK01000040.1-3515,351500-351600,69,0.392283790781978
NZ_LLJK01000040.1-3516,351600-351700,62,0.408312120618759
NZ_LLJK01000040.1-3517,351700-351800,57,0.398019582895392
NZ_LLJK01000040.1-3518,351800-351900,62,0.376550456842428
NZ_LLJK01000040.1-3519,351900-352000,46,0.333963538149899
NZ_LLJK01000040.1-3520,352000-352100,61,0.344188658057271
NZ_LLJK01000040.1-3521,352100-352200,52,0.344548756252998
NZ_LLJK01000040.1-3522,352200-352300,54,0.358343179729552
NZ_LLJK01000040.1-3523,352300-352400,47,0.372742810433232
NZ_LLJK01000040.1-3524,352400-352500,31,0.353457113566465
NZ_LLJK01000040.1-3525,352500-352600,97,0.31200802019902
NZ_LLJK01000040.1-3526,352600-352700,77,0.309793276258091
NZ_LLJK01000040.1-3527,352700-352800,59,0.327513408650006
NZ_LLJK01000040.1-3528,352800-352900,48,0.363054637507911
NZ_LLJK01000040.1-3529,352900-353000,59,0.367547667454256
NZ_LLJK01000040.1-3530,353000-353100,53,0.351310774916272
NZ_LLJK01000040.1-3531,353100-353200,58,0.355520663937644
NZ_LLJK01000040.1-3532,353200-353300,67,0.319874383131449
NZ_LLJK01000040.1-3533,353300-353400,63,0.316019465686761
NZ_LLJK01000040.1-3534,353400-353500,51,0.334852512976326
NZ_LLJK01000040.1-3535,353500-353600,43,0.332698797265726
NZ_LLJK01000040.1-3536,353600-353700,64,0.356747243646151
NZ_LLJK01000040.1-3537,353700-353800,52,0.334138000402334
NZ_LLJK01000040.1-3538,353800-353900,59,0.315651760228354
NZ_LLJK01000040.1-3539,353900-354000,50,0.308289097590853
NZ_LLJK01000040.1-3540,354000-354100,66,0.318143648883166
NZ_LLJK01000040.1-3541,354100-354200,79,0.375400353745399
NZ_LLJK01000040.1-3542,354200-354300,68,0.394530872548072
NZ_LLJK01000040.1-3543,354300-354400,69,0.36376657579818
NZ_LLJK01000040.1-3544,354400-354500,67,0.348131175712444
NZ_LLJK01000040.1-3545,354500-354600,55,0.357423319865703
NZ_LLJK01000040.1-3546,354600-354700,64,0.398407579117113
NZ_LLJK01000040.1-3547,354700-354800,53,0.400423088546389
NZ_LLJK01000040.1-3548,354800-354900,76,0.402593281044566
NZ_LLJK01000040.1-3549,354900-355000,48,0.378401063160103
NZ_LLJK01000040.1-3550,355000-355100,45,0.355094443678478
NZ_LLJK01000040.1-3551,355100-355200,68,0.353321872787946
NZ_LLJK01000040.1-3552,355200-355300,61,0.360357988944459
NZ_LLJK01000040.1-3553,355300-355400,53,0.359556926175341
NZ_LLJK01000040.1-3554,355400-355500,76,0.345513140574645
NZ_LLJK01000040.1-3555,355500-355600,66,0.328664750457277
NZ_LLJK01000040.1-3556,355600-355700,61,0.302081014912085
NZ_LLJK01000040.1-3557,355700-355800,61,0.328262173510006
NZ_LLJK01000040.1-3558,355800-355900,68,0.382169636770864
NZ_LLJK01000040.1-3559,355900-356000,73,0.438722232770078
NZ_LLJK01000040.1-3560,356000-356100,53,0.441141498216409
NZ_LLJK01000040.1-3561,356100-356200,61,0.405673120216119
NZ_LLJK01000040.1-3562,356200-356300,57,0.335980284775465
NZ_LLJK01000040.1-3563,356300-356400,77,0.279326307495322
NZ_LLJK01000040.1-3564,356400-356500,64,0.242031523642732
NZ_LLJK01000040.1-3565,356500-356600,81,0.289850372909621
NZ_LLJK01000040.1-3566,356600-356700,74,0.401699358221097
NZ_LLJK01000040.1-3567,356700-356800,48,0.468539171141402
NZ_LLJK01000040.1-3568,356800-356900,64,0.462704918032787
NZ_LLJK01000040.1-3569,356900-357000,61,0.429282361590228
NZ_LLJK01000040.1-3570,357000-357100,51,0.395804719690348
NZ_LLJK01000040.1-3571,357100-357200,48,0.413588873361283
NZ_LLJK01000040.1-3572,357200-357300,62,0.393349168646081
